mu_B,pressure,energy_density
1802.90000,505.39951,1383.17921
1803.00000,505.50427,1383.36701
1803.10000,505.60904,1383.55475
1803.20000,505.71382,1383.74234
1803.30000,505.81860,1383.93007
1803.40000,505.92340,1384.11789
1803.50000,506.02821,1384.30549
1803.60000,506.13303,1384.49323
1803.70000,506.23786,1384.68114
1803.80000,506.34270,1384.86914
1803.90000,506.44756,1385.05701
1804.00000,506.55242,1385.24494
1804.10000,506.65729,1385.43290
1804.20000,506.76217,1385.62069
1804.30000,506.86706,1385.80872
1804.40000,506.97197,1385.99650
1804.50000,507.07688,1386.18447
1804.60000,507.18181,1386.37242
1804.70000,507.28674,1386.56035
1804.80000,507.39168,1386.74827
1804.90000,507.49664,1386.93619
1805.00000,507.60161,1387.12398
1805.10000,507.70658,1387.31183
1805.20000,507.81157,1387.49978
1805.30000,507.91657,1387.68777
1805.40000,508.02157,1387.87592
1805.50000,508.12659,1388.06403
1805.60000,508.23162,1388.25239
1805.70000,508.33666,1388.44047
1805.80000,508.44171,1388.62869
1805.90000,508.54677,1388.81656
1806.00000,508.65184,1389.00456
1806.10000,508.75692,1389.19241
1806.20000,508.86201,1389.38044
1806.30000,508.96711,1389.56841
1806.40000,509.07222,1389.75664
1806.50000,509.17734,1389.94472
1806.60000,509.28247,1390.13301
1806.70000,509.38762,1390.32116
1806.80000,509.49277,1390.50934
1806.90000,509.59793,1390.69747
1807.00000,509.70311,1390.88561
1807.10000,509.80829,1391.07360
1807.20000,509.91349,1391.26146
1807.30000,510.01869,1391.44957
1807.40000,510.12391,1391.63779
1807.50000,510.22913,1391.82605
1807.60000,510.33437,1392.01433
1807.70000,510.43962,1392.20261
1807.80000,510.54487,1392.39077
1807.90000,510.65014,1392.57919
1808.00000,510.75542,1392.76747
1808.10000,510.86071,1392.95577
1808.20000,510.96601,1393.14387
1808.30000,511.07132,1393.33226
1808.40000,511.17664,1393.52059
1808.50000,511.28197,1393.70889
1808.60000,511.38731,1393.89716
1808.70000,511.49266,1394.08525
1808.80000,511.59802,1394.27333
1808.90000,511.70339,1394.46181
1809.00000,511.80877,1394.65015
1809.10000,511.91417,1394.83845
1809.20000,512.01957,1395.02695
1809.30000,512.12498,1395.21548
1809.40000,512.23041,1395.40392
1809.50000,512.33584,1395.59232
1809.60000,512.44129,1395.78087
1809.70000,512.54674,1395.96919
1809.80000,512.65221,1396.15744
1809.90000,512.75768,1396.34609
1810.00000,512.86317,1396.53442
1810.10000,512.96867,1396.72262
1810.20000,513.07417,1396.91114
1810.30000,513.17969,1397.09985
1810.40000,513.28522,1397.28803
1810.50000,513.39076,1397.47667
1810.60000,513.49631,1397.66534
1810.70000,513.60186,1397.85365
1810.80000,513.70743,1398.04214
1810.90000,513.81301,1398.23067
1811.00000,513.91860,1398.41916
1811.10000,514.02421,1398.60753
1811.20000,514.12982,1398.79629
1811.30000,514.23544,1398.98483
1811.40000,514.34107,1399.17316
1811.50000,514.44671,1399.36192
1811.60000,514.55237,1399.55047
1811.70000,514.65803,1399.73889
1811.80000,514.76370,1399.92764
1811.90000,514.86939,1400.11632
1812.00000,514.97508,1400.30511
1812.10000,515.08079,1400.49385
1812.20000,515.18650,1400.68247
1812.30000,515.29223,1400.87099
1812.40000,515.39796,1401.05959
1812.50000,515.50371,1401.24825
1812.60000,515.60947,1401.43673
1812.70000,515.71523,1401.62550
1812.80000,515.82101,1401.81434
1812.90000,515.92680,1402.00328
1813.00000,516.03260,1402.19196
1813.10000,516.13841,1402.38072
1813.20000,516.24423,1402.56933
1813.30000,516.35006,1402.75815
1813.40000,516.45590,1402.94682
1813.50000,516.56175,1403.13563
1813.60000,516.66761,1403.32421
1813.70000,516.77348,1403.51322
1813.80000,516.87936,1403.70212
1813.90000,516.98526,1403.89113
1814.00000,517.09116,1404.07993
1814.10000,517.19707,1404.26875
1814.20000,517.30300,1404.45745
1814.30000,517.40893,1404.64631
1814.40000,517.51487,1404.83516
1814.50000,517.62083,1405.02407
1814.60000,517.72679,1405.21288
1814.70000,517.83277,1405.40188
1814.80000,517.93876,1405.59080
1814.90000,518.04475,1405.77978
1815.00000,518.15076,1405.96860
1815.10000,518.25678,1406.15740
1815.20000,518.36280,1406.34621
1815.30000,518.46884,1406.53512
1815.40000,518.57489,1406.72398
1815.50000,518.68095,1406.91292
1815.60000,518.78702,1407.10190
1815.70000,518.89310,1407.29068
1815.80000,518.99919,1407.47978
1815.90000,519.10529,1407.66884
1816.00000,519.21140,1407.85771
1816.10000,519.31752,1408.04682
1816.20000,519.42365,1408.23597
1816.30000,519.52979,1408.42493
1816.40000,519.63595,1408.61389
1816.50000,519.74211,1408.80287
1816.60000,519.84828,1408.99187
1816.70000,519.95447,1409.18075
1816.80000,520.06066,1409.37008
1816.90000,520.16687,1409.55907
1817.00000,520.27308,1409.74818
1817.10000,520.37931,1409.93738
1817.20000,520.48554,1410.12649
1817.30000,520.59179,1410.31564
1817.40000,520.69805,1410.50477
1817.50000,520.80431,1410.69379
1817.60000,520.91059,1410.88303
1817.70000,521.01688,1411.07215
1817.80000,521.12318,1411.26164
1817.90000,521.22948,1411.45071
1818.00000,521.33580,1411.63997
1818.10000,521.44213,1411.82917
1818.20000,521.54847,1412.01839
1818.30000,521.65482,1412.20763
1818.40000,521.76118,1412.39689
1818.50000,521.86755,1412.58601
1818.60000,521.97394,1412.77536
1818.70000,522.08033,1412.96452
1818.80000,522.18673,1413.15416
1818.90000,522.29314,1413.34329
1819.00000,522.39957,1413.53259
1819.10000,522.50600,1413.72194
1819.20000,522.61244,1413.91125
1819.30000,522.71890,1414.10061
1819.40000,522.82536,1414.28985
1819.50000,522.93184,1414.47906
1819.60000,523.03832,1414.66842
1819.70000,523.14482,1414.85771
1819.80000,523.25133,1415.04700
1819.90000,523.35784,1415.23635
1820.00000,523.46437,1415.42581
1820.10000,523.57091,1415.61533
1820.20000,523.67746,1415.80477
1820.30000,523.78401,1415.99436
1820.40000,523.89058,1416.18381
1820.50000,523.99716,1416.37315
1820.60000,524.10375,1416.56251
1820.70000,524.21035,1416.75178
1820.80000,524.31696,1416.94098
1820.90000,524.42358,1417.13063
1821.00000,524.53021,1417.32007
1821.10000,524.63686,1417.50947
1821.20000,524.74351,1417.69900
1821.30000,524.85017,1417.88878
1821.40000,524.95684,1418.07854
1821.50000,525.06353,1418.26791
1821.60000,525.17022,1418.45759
1821.70000,525.27692,1418.64715
1821.80000,525.38364,1418.83659
1821.90000,525.49036,1419.02628
1822.00000,525.59710,1419.21569
1822.10000,525.70385,1419.40506
1822.20000,525.81060,1419.59499
1822.30000,525.91737,1419.78465
1822.40000,526.02415,1419.97417
1822.50000,526.13093,1420.16363
1822.60000,526.23773,1420.35319
1822.70000,526.34454,1420.54274
1822.80000,526.45136,1420.73208
1822.90000,526.55819,1420.92167
1823.00000,526.66503,1421.11130
1823.10000,526.77187,1421.30093
1823.20000,526.87874,1421.49099
1823.30000,526.98561,1421.68061
1823.40000,527.09249,1421.87056
1823.50000,527.19938,1422.06044
1823.60000,527.30628,1422.25020
1823.70000,527.41319,1422.44013
1823.80000,527.52011,1422.62961
1823.90000,527.62705,1422.81951
1824.00000,527.73399,1423.00932
1824.10000,527.84094,1423.19900
1824.20000,527.94791,1423.38873
1824.30000,528.05488,1423.57852
1824.40000,528.16187,1423.76835
1824.50000,528.26886,1423.95811
1824.60000,528.37587,1424.14791
1824.70000,528.48289,1424.33776
1824.80000,528.58991,1424.52765
1824.90000,528.69695,1424.71757
1825.00000,528.80400,1424.90754
1825.10000,528.91106,1425.09738
1825.20000,529.01812,1425.28719
1825.30000,529.12520,1425.47709
1825.40000,529.23229,1425.66679
1825.50000,529.33939,1425.85670
1825.60000,529.44650,1426.04661
1825.70000,529.55362,1426.23653
1825.80000,529.66075,1426.42662
1825.90000,529.76789,1426.61637
1826.00000,529.87504,1426.80645
1826.10000,529.98221,1426.99632
1826.20000,530.08938,1427.18642
1826.30000,530.19656,1427.37630
1826.40000,530.30375,1427.56628
1826.50000,530.41096,1427.75639
1826.60000,530.51817,1427.94644
1826.70000,530.62540,1428.13647
1826.80000,530.73263,1428.32655
1826.90000,530.83988,1428.51630
1827.00000,530.94713,1428.70631
1827.10000,531.05440,1428.89645
1827.20000,531.16167,1429.08660
1827.30000,531.26896,1429.27664
1827.40000,531.37626,1429.46680
1827.50000,531.48356,1429.65709
1827.60000,531.59088,1429.84730
1827.70000,531.69821,1430.03723
1827.80000,531.80555,1430.22727
1827.90000,531.91290,1430.41729
1828.00000,532.02026,1430.60731
1828.10000,532.12763,1430.79752
1828.20000,532.23501,1430.98778
1828.30000,532.34240,1431.17808
1828.40000,532.44980,1431.36830
1828.50000,532.55721,1431.55866
1828.60000,532.66463,1431.74898
1828.70000,532.77207,1431.93894
1828.80000,532.87951,1432.12923
1828.90000,532.98696,1432.31942
1829.00000,533.09443,1432.50947
1829.10000,533.20190,1432.69977
1829.20000,533.30938,1432.89012
1829.30000,533.41688,1433.08040
1829.40000,533.52438,1433.27081
1829.50000,533.63190,1433.46111
1829.60000,533.73943,1433.65129
1829.70000,533.84696,1433.84152
1829.80000,533.95451,1434.03187
1829.90000,534.06207,1434.22205
1830.00000,534.16963,1434.41247
1830.10000,534.27721,1434.60272
1830.20000,534.38480,1434.79303
1830.30000,534.49240,1434.98354
1830.40000,534.60001,1435.17414
1830.50000,534.70763,1435.36427
1830.60000,534.81526,1435.55453
1830.70000,534.92290,1435.74497
1830.80000,535.03055,1435.93524
1830.90000,535.13821,1436.12563
1831.00000,535.24588,1436.31617
1831.10000,535.35356,1436.50653
1831.20000,535.46126,1436.69718
1831.30000,535.56896,1436.88784
1831.40000,535.67667,1437.07846
1831.50000,535.78440,1437.26893
1831.60000,535.89213,1437.45952
1831.70000,535.99987,1437.64994
1831.80000,536.10763,1437.84044
1831.90000,536.21539,1438.03101
1832.00000,536.32317,1438.22128
1832.10000,536.43096,1438.41163
1832.20000,536.53875,1438.60222
1832.30000,536.64656,1438.79271
1832.40000,536.75438,1438.98321
1832.50000,536.86220,1439.17387
1832.60000,536.97004,1439.36461
1832.70000,537.07789,1439.55527
1832.80000,537.18575,1439.74605
1832.90000,537.29362,1439.93666
1833.00000,537.40150,1440.12682
1833.10000,537.50939,1440.31745
1833.20000,537.61729,1440.50819
1833.30000,537.72520,1440.69871
1833.40000,537.83312,1440.88918
1833.50000,537.94105,1441.08002
1833.60000,538.04899,1441.27086
1833.70000,538.15695,1441.46156
1833.80000,538.26491,1441.65238
1833.90000,538.37288,1441.84313
1834.00000,538.48086,1442.03362
1834.10000,538.58886,1442.22439
1834.20000,538.69686,1442.41526
1834.30000,538.80488,1442.60582
1834.40000,538.91290,1442.79639
1834.50000,539.02094,1442.98713
1834.60000,539.12898,1443.17778
1834.70000,539.23704,1443.36849
1834.80000,539.34511,1443.55943
1834.90000,539.45319,1443.75032
1835.00000,539.56127,1443.94126
1835.10000,539.66937,1444.13217
1835.20000,539.77748,1444.32323
1835.30000,539.88560,1444.51400
1835.40000,539.99373,1444.70482
1835.50000,540.10187,1444.89578
1835.60000,540.21002,1445.08658
1835.70000,540.31818,1445.27742
1835.80000,540.42635,1445.46851
1835.90000,540.53453,1445.65932
1836.00000,540.64272,1445.85031
1836.10000,540.75092,1446.04092
1836.20000,540.85913,1446.23190
1836.30000,540.96736,1446.42265
1836.40000,541.07559,1446.61362
1836.50000,541.18383,1446.80479
1836.60000,541.29209,1446.99561
1836.70000,541.40035,1447.18664
1836.80000,541.50863,1447.37773
1836.90000,541.61691,1447.56878
1837.00000,541.72521,1447.75968
1837.10000,541.83351,1447.95052
1837.20000,541.94183,1448.14154
1837.30000,542.05016,1448.33241
1837.40000,542.15849,1448.52356
1837.50000,542.26684,1448.71473
1837.60000,542.37520,1448.90571
1837.70000,542.48357,1449.09666
1837.80000,542.59195,1449.28788
1837.90000,542.70034,1449.47892
1838.00000,542.80873,1449.66990
1838.10000,542.91714,1449.86095
1838.20000,543.02556,1450.05192
1838.30000,543.13400,1450.24313
1838.40000,543.24244,1450.43443
1838.50000,543.35089,1450.62565
1838.60000,543.45935,1450.81679
1838.70000,543.56782,1451.00795
1838.80000,543.67631,1451.19920
1838.90000,543.78480,1451.39042
1839.00000,543.89330,1451.58176
1839.10000,544.00182,1451.77286
1839.20000,544.11034,1451.96412
1839.30000,544.21887,1452.15542
1839.40000,544.32742,1452.34667
1839.50000,544.43597,1452.53780
1839.60000,544.54454,1452.72887
1839.70000,544.65312,1452.92006
1839.80000,544.76170,1453.11127
1839.90000,544.87030,1453.30263
1840.00000,544.97891,1453.49388
1840.10000,545.08753,1453.68519
1840.20000,545.19615,1453.87655
1840.30000,545.30479,1454.06796
1840.40000,545.41344,1454.25920
1840.50000,545.52210,1454.45063
1840.60000,545.63077,1454.64176
1840.70000,545.73945,1454.83296
1840.80000,545.84814,1455.02433
1840.90000,545.95684,1455.21577
1841.00000,546.06555,1455.40708
1841.10000,546.17428,1455.59847
1841.20000,546.28301,1455.78986
1841.30000,546.39175,1455.98145
1841.40000,546.50050,1456.17274
1841.50000,546.60927,1456.36410
1841.60000,546.71804,1456.55541
1841.70000,546.82683,1456.74692
1841.80000,546.93562,1456.93837
1841.90000,547.04442,1457.13002
1842.00000,547.15324,1457.32134
1842.10000,547.26207,1457.51283
1842.20000,547.37090,1457.70447
1842.30000,547.47975,1457.89599
1842.40000,547.58861,1458.08749
1842.50000,547.69747,1458.27899
1842.60000,547.80635,1458.47077
1842.70000,547.91524,1458.66240
1842.80000,548.02414,1458.85397
1842.90000,548.13305,1459.04540
1843.00000,548.24197,1459.23663
1843.10000,548.35089,1459.42810
1843.20000,548.45983,1459.61957
1843.30000,548.56879,1459.81114
1843.40000,548.67775,1460.00291
1843.50000,548.78672,1460.19458
1843.60000,548.89570,1460.38632
1843.70000,549.00469,1460.57805
1843.80000,549.11369,1460.76977
1843.90000,549.22271,1460.96111
1844.00000,549.33173,1461.15276
1844.10000,549.44076,1461.34448
1844.20000,549.54981,1461.53639
1844.30000,549.65886,1461.72817
1844.40000,549.76793,1461.91988
1844.50000,549.87700,1462.11156
1844.60000,549.98609,1462.30332
1844.70000,550.09518,1462.49500
1844.80000,550.20429,1462.68679
1844.90000,550.31341,1462.87827
1845.00000,550.42253,1463.06999
1845.10000,550.53167,1463.26166
1845.20000,550.64082,1463.45344
1845.30000,550.74998,1463.64509
1845.40000,550.85915,1463.83680
1845.50000,550.96833,1464.02854
1845.60000,551.07751,1464.22065
1845.70000,551.18671,1464.41252
1845.80000,551.29593,1464.60463
1845.90000,551.40515,1464.79640
1846.00000,551.51438,1464.98836
1846.10000,551.62362,1465.18019
1846.20000,551.73287,1465.37206
1846.30000,551.84213,1465.56394
1846.40000,551.95141,1465.75570
1846.50000,552.06069,1465.94761
1846.60000,552.16998,1466.13956
1846.70000,552.27929,1466.33138
1846.80000,552.38860,1466.52326
1846.90000,552.49792,1466.71514
1847.00000,552.60726,1466.90705
1847.10000,552.71661,1467.09891
1847.20000,552.82596,1467.29106
1847.30000,552.93533,1467.48297
1847.40000,553.04470,1467.67490
1847.50000,553.15409,1467.86680
1847.60000,553.26349,1468.05873
1847.70000,553.37290,1468.25076
1847.80000,553.48231,1468.44275
1847.90000,553.59174,1468.63478
1848.00000,553.70118,1468.82657
1848.10000,553.81063,1469.01868
1848.20000,553.92009,1469.21098
1848.30000,554.02956,1469.40298
1848.40000,554.13904,1469.59504
1848.50000,554.24853,1469.78720
1848.60000,554.35803,1469.97947
1848.70000,554.46755,1470.17162
1848.80000,554.57707,1470.36397
1848.90000,554.68660,1470.55604
1849.00000,554.79614,1470.74810
1849.10000,554.90570,1470.94035
1849.20000,555.01526,1471.13252
1849.30000,555.12483,1471.32440
1849.40000,555.23442,1471.51646
1849.50000,555.34401,1471.70877
1849.60000,555.45362,1471.90087
1849.70000,555.56323,1472.09308
1849.80000,555.67286,1472.28543
1849.90000,555.78250,1472.47761
1850.00000,555.89214,1472.67000
1850.10000,556.00180,1472.86225
1850.20000,556.11147,1473.05443
1850.30000,556.22115,1473.24653
1850.40000,556.33083,1473.43889
1850.50000,556.44053,1473.63138
1850.60000,556.55024,1473.82361
1850.70000,556.65996,1474.01594
1850.80000,556.76969,1474.20826
1850.90000,556.87943,1474.40061
1851.00000,556.98918,1474.59284
1851.10000,557.09894,1474.78511
1851.20000,557.20871,1474.97732
1851.30000,557.31850,1475.16957
1851.40000,557.42829,1475.36203
1851.50000,557.53809,1475.55449
1851.60000,557.64790,1475.74688
1851.70000,557.75773,1475.93925
1851.80000,557.86756,1476.13170
1851.90000,557.97741,1476.32396
1852.00000,558.08726,1476.51637
1852.10000,558.19713,1476.70876
1852.20000,558.30700,1476.90091
1852.30000,558.41689,1477.09328
1852.40000,558.52678,1477.28577
1852.50000,558.63669,1477.47834
1852.60000,558.74661,1477.67094
1852.70000,558.85653,1477.86357
1852.80000,558.96647,1478.05627
1852.90000,559.07642,1478.24881
1853.00000,559.18638,1478.44158
1853.10000,559.29635,1478.63401
1853.20000,559.40633,1478.82647
1853.30000,559.51632,1479.01905
1853.40000,559.62632,1479.21153
1853.50000,559.73633,1479.40418
1853.60000,559.84635,1479.59667
1853.70000,559.95638,1479.78934
1853.80000,560.06642,1479.98180
1853.90000,560.17647,1480.17436
1854.00000,560.28653,1480.36668
1854.10000,560.39661,1480.55926
1854.20000,560.50669,1480.75171
1854.30000,560.61678,1480.94428
1854.40000,560.72689,1481.13691
1854.50000,560.83700,1481.32979
1854.60000,560.94713,1481.52237
1854.70000,561.05726,1481.71512
1854.80000,561.16741,1481.90785
1854.90000,561.27756,1482.10064
1855.00000,561.38773,1482.29324
1855.10000,561.49791,1482.48610
1855.20000,561.60809,1482.67861
1855.30000,561.71829,1482.87136
1855.40000,561.82850,1483.06421
1855.50000,561.93872,1483.25699
1855.60000,562.04895,1483.44967
1855.70000,562.15918,1483.64237
1855.80000,562.26943,1483.83518
1855.90000,562.37969,1484.02793
1856.00000,562.48996,1484.22076
1856.10000,562.60024,1484.41345
1856.20000,562.71053,1484.60622
1856.30000,562.82084,1484.79910
1856.40000,562.93115,1484.99194
1856.50000,563.04147,1485.18474
1856.60000,563.15180,1485.37769
1856.70000,563.26215,1485.57062
1856.80000,563.37250,1485.76369
1856.90000,563.48286,1485.95657
1857.00000,563.59324,1486.14938
1857.10000,563.70362,1486.34202
1857.20000,563.81402,1486.53489
1857.30000,563.92442,1486.72779
1857.40000,564.03484,1486.92055
1857.50000,564.14526,1487.11358
1857.60000,564.25570,1487.30675
1857.70000,564.36615,1487.49993
1857.80000,564.47660,1487.69309
1857.90000,564.58707,1487.88590
1858.00000,564.69755,1488.07883
1858.10000,564.80804,1488.27164
1858.20000,564.91853,1488.46455
1858.30000,565.02904,1488.65751
1858.40000,565.13956,1488.85041
1858.50000,565.25009,1489.04353
1858.60000,565.36063,1489.23645
1858.70000,565.47118,1489.42953
1858.80000,565.58174,1489.62273
1858.90000,565.69232,1489.81589
1859.00000,565.80290,1490.00899
1859.10000,565.91349,1490.20218
1859.20000,566.02409,1490.39546
1859.30000,566.13471,1490.58853
1859.40000,566.24533,1490.78163
1859.50000,566.35596,1490.97455
1859.60000,566.46661,1491.16747
1859.70000,566.57726,1491.36061
1859.80000,566.68793,1491.55391
1859.90000,566.79860,1491.74708
1860.00000,566.90929,1491.94010
1860.10000,567.01998,1492.13331
1860.20000,567.13069,1492.32678
1860.30000,567.24141,1492.51990
1860.40000,567.35213,1492.71302
1860.50000,567.46287,1492.90610
1860.60000,567.57362,1493.09933
1860.70000,567.68438,1493.29259
1860.80000,567.79515,1493.48585
1860.90000,567.90592,1493.67911
1861.00000,568.01671,1493.87243
1861.10000,568.12751,1494.06578
1861.20000,568.23832,1494.25937
1861.30000,568.34915,1494.45258
1861.40000,568.45998,1494.64588
1861.50000,568.57082,1494.83937
1861.60000,568.68167,1495.03266
1861.70000,568.79253,1495.22591
1861.80000,568.90340,1495.41914
1861.90000,569.01429,1495.61252
1862.00000,569.12518,1495.80578
1862.10000,569.23608,1495.99898
1862.20000,569.34700,1496.19217
1862.30000,569.45792,1496.38556
1862.40000,569.56886,1496.57893
1862.50000,569.67980,1496.77247
1862.60000,569.79076,1496.96594
1862.70000,569.90172,1497.15941
1862.80000,570.01270,1497.35305
1862.90000,570.12369,1497.54669
1863.00000,570.23468,1497.74016
1863.10000,570.34569,1497.93339
1863.20000,570.45671,1498.12671
1863.30000,570.56774,1498.32017
1863.40000,570.67878,1498.51350
1863.50000,570.78983,1498.70688
1863.60000,570.90089,1498.90043
1863.70000,571.01196,1499.09404
1863.80000,571.12304,1499.28766
1863.90000,571.23413,1499.48129
1864.00000,571.34523,1499.67487
1864.10000,571.45634,1499.86835
1864.20000,571.56746,1500.06194
1864.30000,571.67859,1500.25550
1864.40000,571.78974,1500.44914
1864.50000,571.90089,1500.64283
1864.60000,572.01205,1500.83650
1864.70000,572.12323,1501.03026
1864.80000,572.23441,1501.22386
1864.90000,572.34560,1501.41738
1865.00000,572.45681,1501.61094
1865.10000,572.56802,1501.80471
1865.20000,572.67925,1501.99821
1865.30000,572.79049,1502.19179
1865.40000,572.90173,1502.38561
1865.50000,573.01299,1502.57934
1865.60000,573.12426,1502.77298
1865.70000,573.23553,1502.96669
1865.80000,573.34682,1503.16039
1865.90000,573.45812,1503.35386
1866.00000,573.56943,1503.54761
1866.10000,573.68075,1503.74150
1866.20000,573.79208,1503.93501
1866.30000,573.90342,1504.12875
1866.40000,574.01477,1504.32267
1866.50000,574.12613,1504.51623
1866.60000,574.23750,1504.70995
1866.70000,574.34888,1504.90382
1866.80000,574.46027,1505.09766
1866.90000,574.57167,1505.29128
1867.00000,574.68309,1505.48550
1867.10000,574.79451,1505.67951
1867.20000,574.90594,1505.87318
1867.30000,575.01739,1506.06709
1867.40000,575.12884,1506.26105
1867.50000,575.24030,1506.45479
1867.60000,575.35178,1506.64886
1867.70000,575.46326,1506.84275
1867.80000,575.57476,1507.03663
1867.90000,575.68627,1507.23044
1868.00000,575.79778,1507.42458
1868.10000,575.90931,1507.61856
1868.20000,576.02085,1507.81235
1868.30000,576.13239,1508.00630
1868.40000,576.24395,1508.20031
1868.50000,576.35552,1508.39430
1868.60000,576.46710,1508.58846
1868.70000,576.57869,1508.78236
1868.80000,576.69029,1508.97643
1868.90000,576.80190,1509.17024
1869.00000,576.91352,1509.36431
1869.10000,577.02515,1509.55839
1869.20000,577.13679,1509.75246
1869.30000,577.24844,1509.94647
1869.40000,577.36010,1510.14056
1869.50000,577.47177,1510.33468
1869.60000,577.58346,1510.52874
1869.70000,577.69515,1510.72279
1869.80000,577.80685,1510.91679
1869.90000,577.91857,1511.11073
1870.00000,578.03029,1511.30482
1870.10000,578.14202,1511.49890
1870.20000,578.25377,1511.69301
1870.30000,578.36552,1511.88700
1870.40000,578.47729,1512.08114
1870.50000,578.58906,1512.27536
1870.60000,578.70085,1512.46970
1870.70000,578.81265,1512.66390
1870.80000,578.92445,1512.85820
1870.90000,579.03627,1513.05253
1871.00000,579.14810,1513.24686
1871.10000,579.25994,1513.44122
1871.20000,579.37179,1513.63516
1871.30000,579.48365,1513.82928
1871.40000,579.59551,1514.02349
1871.50000,579.70739,1514.21780
1871.60000,579.81928,1514.41214
1871.70000,579.93118,1514.60618
1871.80000,580.04310,1514.80034
1871.90000,580.15502,1514.99472
1872.00000,580.26695,1515.18905
1872.10000,580.37889,1515.38349
1872.20000,580.49084,1515.57756
1872.30000,580.60281,1515.77200
1872.40000,580.71478,1515.96632
1872.50000,580.82676,1516.16076
1872.60000,580.93876,1516.35520
1872.70000,581.05076,1516.54971
1872.80000,581.16277,1516.74412
1872.90000,581.27480,1516.93857
1873.00000,581.38683,1517.13298
1873.10000,581.49888,1517.32739
1873.20000,581.61094,1517.52169
1873.30000,581.72300,1517.71607
1873.40000,581.83508,1517.91046
1873.50000,581.94717,1518.10501
1873.60000,582.05926,1518.29957
1873.70000,582.17137,1518.49411
1873.80000,582.28349,1518.68844
1873.90000,582.39562,1518.88277
1874.00000,582.50776,1519.07730
1874.10000,582.61991,1519.27173
1874.20000,582.73207,1519.46628
1874.30000,582.84424,1519.66085
1874.40000,582.95642,1519.85549
1874.50000,583.06861,1520.05003
1874.60000,583.18081,1520.24458
1874.70000,583.29302,1520.43919
1874.80000,583.40525,1520.63360
1874.90000,583.51748,1520.82804
1875.00000,583.62972,1521.02267
1875.10000,583.74197,1521.21725
1875.20000,583.85424,1521.41194
1875.30000,583.96651,1521.60651
1875.40000,584.07880,1521.80105
1875.50000,584.19109,1521.99549
1875.60000,584.30340,1522.19026
1875.70000,584.41571,1522.38492
1875.80000,584.52804,1522.57948
1875.90000,584.64037,1522.77415
1876.00000,584.75272,1522.96879
1876.10000,584.86508,1523.16351
1876.20000,584.97745,1523.35819
1876.30000,585.08982,1523.55284
1876.40000,585.20221,1523.74763
1876.50000,585.31461,1523.94244
1876.60000,585.42702,1524.13742
1876.70000,585.53944,1524.33234
1876.80000,585.65187,1524.52722
1876.90000,585.76431,1524.72194
1877.00000,585.87676,1524.91655
1877.10000,585.98922,1525.11129
1877.20000,586.10169,1525.30592
1877.30000,586.21417,1525.50053
1877.40000,586.32666,1525.69527
1877.50000,586.43917,1525.89019
1877.60000,586.55168,1526.08510
1877.70000,586.66420,1526.28008
1877.80000,586.77674,1526.47488
1877.90000,586.88928,1526.66974
1878.00000,587.00183,1526.86461
1878.10000,587.11440,1527.05962
1878.20000,587.22697,1527.25456
1878.30000,587.33956,1527.44929
1878.40000,587.45216,1527.64417
1878.50000,587.56476,1527.83912
1878.60000,587.67738,1528.03409
1878.70000,587.79000,1528.22916
1878.80000,587.90264,1528.42394
1878.90000,588.01529,1528.61886
1879.00000,588.12795,1528.81362
1879.10000,588.24062,1529.00879
1879.20000,588.35329,1529.20377
1879.30000,588.46598,1529.39854
1879.40000,588.57868,1529.59359
1879.50000,588.69139,1529.78864
1879.60000,588.80411,1529.98370
1879.70000,588.91684,1530.17882
1879.80000,589.02959,1530.37375
1879.90000,589.14234,1530.56873
1880.00000,589.25510,1530.76403
1880.10000,589.36787,1530.95930
1880.20000,589.48065,1531.15437
1880.30000,589.59345,1531.34915
1880.40000,589.70625,1531.54433
1880.50000,589.81906,1531.73941
1880.60000,589.93189,1531.93438
1880.70000,590.04472,1532.12942
1880.80000,590.15757,1532.32444
1880.90000,590.27042,1532.51957
1881.00000,590.38329,1532.71506
1881.10000,590.49616,1532.91024
1881.20000,590.60905,1533.10557
1881.30000,590.72195,1533.30066
1881.40000,590.83485,1533.49609
1881.50000,590.94777,1533.69122
1881.60000,591.06070,1533.88629
1881.70000,591.17364,1534.08138
1881.80000,591.28658,1534.27647
1881.90000,591.39954,1534.47181
1882.00000,591.51251,1534.66719
1882.10000,591.62549,1534.86254
1882.20000,591.73848,1535.05791
1882.30000,591.85148,1535.25330
1882.40000,591.96449,1535.44861
1882.50000,592.07751,1535.64368
1882.60000,592.19055,1535.83888
1882.70000,592.30359,1536.03405
1882.80000,592.41664,1536.22923
1882.90000,592.52970,1536.42471
1883.00000,592.64278,1536.62009
1883.10000,592.75586,1536.81532
1883.20000,592.86895,1537.01055
1883.30000,592.98206,1537.20612
1883.40000,593.09517,1537.40137
1883.50000,593.20830,1537.59682
1883.60000,593.32143,1537.79229
1883.70000,593.43458,1537.98762
1883.80000,593.54773,1538.18302
1883.90000,593.66090,1538.37869
1884.00000,593.77408,1538.57415
1884.10000,593.88726,1538.76945
1884.20000,594.00046,1538.96502
1884.30000,594.11367,1539.16051
1884.40000,594.22689,1539.35592
1884.50000,594.34012,1539.55167
1884.60000,594.45335,1539.74708
1884.70000,594.56660,1539.94240
1884.80000,594.67986,1540.13793
1884.90000,594.79313,1540.33355
1885.00000,594.90641,1540.52898
